ticker,model,mse,rmse,mae,direction_accuracy,correlation
AAPL,Naive,0.0018756907143790392,0.04330924513748813,0.031340585514759496,0.6451612903225806,-0.14197231650469885
AAPL,XGBoost,0.001993949767561744,0.04465366465993294,0.03224284818264209,0.6048387096774194,-0.10666427659840906
AAPL,Ridge,0.002188638448059315,0.046782886273287104,0.03407493342918216,0.5053763440860215,-0.09105581880512191
AAPL,RandomForest,0.0025515626902531726,0.050512995261152084,0.035548907076550534,0.5577956989247311,-0.08575946814087658
